id	name	parent_id	depth
4201926	土耳其语翻译	3200253	4
4201927	印尼语翻译	3200254	4
4201928	葡萄牙语翻译	3200255	4
4201929	阿语翻译	3200256	4
4201930	荷兰语翻译	3200257	4
4201931	财经翻译	3200246	4
4201932	技术翻译	3200246	4
4201933	医学翻译	3200246	4
4201934	英语翻译	3200100	4
4201935	工程翻译	3200246	4
4201936	专利翻译	3200246	4
4201937	老挝语翻译	3200258	4
4201938	法律翻译	3200246	4
4201939	本地化翻译	3200246	4
4201940	波斯语翻译	3200259	4
4201941	日语业务担当	3200125	4
4201942	德语翻译	3200092	4
4201943	西班牙语翻译	3200260	4
4201944	阿拉伯语翻译	3200256	4
4201945	文案翻译	3200246	4
4201946	留学文案翻译	3200246	4
4201947	法语业务员	3200261	4
4201948	英语口译	3200100	4
4201949	英语文案翻译	3200100	4
4201950	防腐工程师	3200262	4
4201951	房产销售专员	3200216	4
4201952	房产销售人员	3200216	4
4201953	豪宅经纪人	3200216	4
4201954	房产销售代表	3200216	4
4201955	房产销售	3200216	4
4201956	地产销售总监	3200216	4
4201957	房地产销售经理	3200216	4
4201958	房产销售顾问	3200216	4
4201959	房产中介店长	3200216	4
4201960	房产中介经纪人	3200216	4
4201961	新房销售顾问	3200216	4
4201962	房产顾问	3200216	4
4201963	房产专员	3200216	4
4201964	房产销售主管	3200216	4
4201965	物业顾问	3200216	4
4201966	二手房销售顾问	3200216	4
4201967	房地产销售	3200216	4
4201968	房屋销售	3200216	4
4201969	新房经纪人	3200216	4
4201970	房产经纪人	3200216	4
4201971	房产销售储备干部	3200216	4
4201972	房地产顾问	3200216	4
4201973	合伙置业顾问	3200216	4
4201974	租售中心经理	3200216	4
4201975	新房置业顾问	3200216	4
4201976	租房顾问	3200216	4
4201977	房地产业务员	3200216	4
4201978	写字楼置业顾问	3200216	4
4201979	房产置业顾问	3200216	4
4201980	商业置业顾问	3200216	4
4201981	售楼员	3200216	4
4201982	招商租赁经理	3200216	4
4201983	房地产中介	3200216	4
4201984	租赁业务员	3200216	4
4201985	二手房置业顾问	3200216	4
4201986	房地产置业顾问	3200216	4
4201987	房屋管家	3200216	4
4201988	置业顾问	3200216	4
4201989	写字楼租赁顾问	3200216	4
4201990	租售专员	3200216	4
4201991	租赁经理	3200216	4
4201992	房地产开发策划主管	3200216	4
4201993	地产策划总监	3200216	4
4201994	一手房置业顾问	3200216	4
4201995	豪宅置业顾问	3200216	4
4201996	案场置业顾问	3200216	4
4201997	行销置业顾问	3200216	4
4201998	房源专员	3200216	4
4201999	地产置业顾问	3200216	4
4202000	豪宅顾问	3200216	4
4202001	房地产开发策划	3200084	4
4202002	放射科主任	3200263	4
4202003	放射科医师	3200263	4
4202004	电影放映员	3200238	4
4202005	影院经理	3200238	4
4202006	飞行器设计工程师	3200264	4
4202007	非标设计工程师	3200265	4
4202008	涂料调色员	3200266	4
4202009	涂料工程师	3200266	4
4202010	涂料研发工程师	3200266	4
4202011	风险管理师	3200267	4
4202012	风险管理岗	3200267	4
4202013	风险管理部总监	3200267	4
4202014	风险管理经理	3200267	4
4202015	风险管理部专员	3200267	4
4202016	风险管理员	3200267	4
4202017	风险规划师	3200267	4
4202018	风险专员	3200267	4
4202019	风险经理	3200267	4
4202020	风险审查岗	3200267	4
4202021	风控建模工程师	3200267	4
4202022	风险评估师	3200267	4
4202023	风控专员	3200267	4
4202024	风控分公司专员	3200267	4
4202025	风控副总监	3200267	4
4202026	尽职调查专员	3200267	4
4202027	风险控制员	3200267	4
4202028	风险监控岗	3200267	4
4202029	风控审核专员	3200267	4
4202030	风控员	3200267	4
4202031	风控建模专家	3200267	4
4202032	风控总监	3200267	4
4202033	预算部部长	3200112	4
4202034	风控官	3200267	4
4202035	风险调查员	3200267	4
4202036	风控岗	3200267	4
4202037	风控质检专员	3200267	4
4202038	风控主管	3200267	4
4202039	风控内勤	3200267	4
4202040	风险分析师	3200267	4
4202041	风控部总经理	3200267	4
4202042	风控	3200267	4
4202043	内控主管	3200267	4
4202044	反欺诈主管	3200267	4
4202045	风控经理	3200267	4
4202046	银行风控专员	3200267	4
4202047	风控中心总经理	3200267	4
4202048	封装工程师	3200227	4
4202049	服务器端程序员	3200268	4
4202050	服务器工程师	3200268	4
4202051	手游服务器主程	3200268	4
4202052	服务端主程	3200268	4
4202053	java服务器主程	3200044	4
4202054	服务器开发工程师	3200268	4
4202055	服务器研发工程师	3200268	4
4202056	服务技术工程师	3200269	4
4202057	vip服务员	3200270	4
4202058	区域服务员	3200270	4
4202059	服务工程师	3200269	4
4202060	酒吧服务员	3200271	4
4202061	服务领班	3200270	4
4202062	中西餐服务员	3200271	4
4202063	饭店服务员	3200271	4
4202064	茶楼服务员	3200271	4
4202065	客房服务员	3200271	4
4202066	网咖服务员	3200270	4
4202067	餐厅服务员	3200271	4
4202068	楼面服务员	3200270	4
4202069	水吧服务员	3200271	4
4202070	咖啡吧服务员	3200271	4
4202071	食堂服务员	3200271	4
4202072	会所服务员	3200270	4
4202073	外场服务员	3200270	4
4202074	影院服务员	3200238	4
4202075	展厅服务员	3200270	4
4202076	咖啡馆服务员	3200271	4
4202077	酒店服务员	3200270	4
4202078	服务专员	3200270	4
4202079	棋牌服务员	3200270	4
4202080	网吧服务员	3200270	4
4202081	服务员	3200270	4
4202082	茶艺服务员	3200271	4
4202083	服务顾问	3200270	4
4202084	总台服务员	3200270	4
4202085	电影院服务员	3200270	4
4202086	茶坊服务员	3200271	4
4202087	西餐服务员	3200271	4
4202088	茶餐厅服务员	3200271	4
4202089	吧台服务员	3200271	4
4202090	茶水服务员	3200271	4
4202091	咖啡厅服务员	3200271	4
4202092	门店服务员	3200270	4
4202093	技术服务员	3200274	4
4202094	西餐厅服务员	3200271	4
4202095	中餐厅服务员	3200271	4
4202096	前厅服务员	3200270	4
4202097	ktv服务员	3200270	4
4202098	大堂服务员	3200270	4
4202099	中餐服务员	3200271	4
4202100	厨房打荷	3200198	4
4202101	网店管理员	3200234	4
4202102	酒吧吧员	3200271	4
4202103	吧台	3200271	4
4202104	吧员	3200271	4
4202105	客房清扫员	3200081	4
4202106	咖啡吧员	3200271	4
4202107	迎宾员	3200270	4
4202108	会议接待员	3200270	4
4202109	书店店员	3200206	4
4202110	客休区接待员	3200193	4
4202111	酒吧员	3200271	4
4202112	美体师	3200213	4
4202113	餐饮部领班	3200271	4
4202114	总检	3200275	4
4202115	水吧接待员	3200271	4
4202116	传菜员	3200271	4
4202117	餐厅接待员	3200271	4
4202118	会所接待员	3200270	4
4202119	西餐厅副经理	3200231	4
4202120	咖啡厅吧员	3200271	4
4202121	餐饮传菜员	3200271	4
4202122	柜面服务岗	3200270	4
4202123	西餐厅服务生	3200271	4
4202124	咖啡厅店员	3200271	4
4202125	餐厅吧员	3200271	4
4202126	行李生	3200270	4
4202127	水吧主管	3200271	4
4202128	会员管理师	3200276	4
4202129	餐饮服务人员	3200271	4
4202130	导玩员	3200270	4
4202131	吧台长	3200270	4
4202132	会服专员	3200276	4
4202133	会员中心专员	3200276	4
4202134	餐饮领班	3200271	4
4202135	西餐厅领班	3200271	4
4202136	餐饮预订员	3200271	4
4202137	会员服务	3200276	4
4202138	会员顾问	3200276	4
4202139	传菜主管	3200271	4
4202140	奶茶店员	3200271	4
4202141	打荷	3200198	4
4202142	餐饮业务员	3200271	4
4202143	饮品店店员	3200271	4
4202144	影城服务人员	3200270	4
4202145	酒水员	3200271	4
4202146	水吧操作员	3200271	4
4202147	餐厅传菜员	3200271	4
4202148	传菜生	3200271	4
4202149	餐厅服务生	3200271	4
4202150	高铁乘服员	3200193	4
4202151	洗碗工	3200271	4
4202152	中餐厅领班	3200271	4
4202153	茶水员	3200271	4
4202154	行李员	3200270	4
4202155	安装设计师	3200277	4
4202156	软装设计经理	3200278	4
4202157	软装设计顾问	3200278	4
4202158	服装设计师	3200275	4
4202159	服装设计经理	3200275	4
4202160	家居服设计师	3200278	4
4202161	服装设计	3200275	4
4202162	面料设计师	3200275	4
4202163	服装技术主管	3200275	4
4202164	时尚女装设计师	3200275	4
4202165	牛仔设计师	3200275	4
4202166	童装制版师	3200275	4
4202167	童鞋设计师	3200275	4
4202168	女装设计	3200275	4
4202169	职业装设计师	3200275	4
4202170	婚纱设计师	3200275	4
4202171	服装量体师	3200140	4
4202172	纺织品设计	3200275	4
4202173	童装设计总监	3200275	4
4202174	梭织设计师	3200275	4
4202175	童装设计师	3200275	4
4202176	内衣设计师	3200275	4
4202177	童装主设计师	3200275	4
4202178	女装设计师	3200275	4
4202179	鞋类设计师	3200275	4
4202180	毛织设计师	3200275	4
4202181	女裤设计师	3200275	4
4202182	男装设计	3200275	4
4202183	服装女装设计师	3200275	4
4202184	家装设计	3200278	4
4202185	服装工程师	3200140	4
4202186	服装督导	3200140	4
4202187	打样师	3200140	4
4202188	女装打版师	3200140	4
4202189	糕点师	3200142	4
4202190	烘培师	3200142	4
4202191	蛋糕裱花师	3200142	4
4202192	西点师	3200142	4
4202193	面包师傅	3200142	4
4202194	西点学徒	3200142	4
4202195	面点师傅	3200142	4
4202196	面包学徒	3200142	4
4202197	面点学徒	3200142	4
4202198	烘焙师	3200142	4
4202199	西点师傅	3200142	4
4202200	烘焙技师	3200142	4
4202201	蛋糕学徒	3200142	4
4202202	面点主管	3200142	4
4202203	中式面点师	3200142	4
4202204	烘焙师傅	3200142	4
4202205	蛋糕师	3200142	4
4202206	甜品师	3200142	4
4202207	养老顾问	3200279	4
4202208	给排水工程师	3200280	4
4202209	给排水技工	3200280	4
4202210	水务工程师	3200280	4
4202211	给排水专业设计师	3200280	4
4202212	给排水设计工程师	3200280	4
4202213	给排水设计师	3200280	4
4202214	工厂主管	3200281	4
4202215	工厂审核员	3200281	4
4202216	工厂厂长	3200281	4
4202217	维修厂厂长	3200281	4
4202218	融资部总监	3200282	4
4202219	加工厂厂长	3200281	4
4202220	生产厂长	3200281	4
4202221	副厂长	3200281	4
4202222	厂长	3200281	4
4202223	食品厂厂长	3200281	4
4202224	污水厂长	3200281	4
4202225	工程部主任	3200283	4
4202226	工程组长	3200283	4
4202227	工程管理员	3200283	4
4202228	工程部长	3200283	4
4202229	工程业务员	3200283	4
4202230	工程技术工程师	3200284	4
4202231	工程技术员	3200284	4
4202232	工程顾问	3200283	4
4202233	工程经理	3200283	4
4202234	工程技术经理	3200284	4
4202235	工程专员	3200284	4
4202236	网络技术经理	3200221	4
4202237	工程部副部长	3200283	4
4202238	技术副中心主任	3200283	4
4202239	技术中心经理	3200283	4
4202240	监理总监	3200283	4
4202241	监理工程师	3200283	4
4202242	工程部监理	3200283	4
4202243	总监理工程师	3200283	4
4202244	监理员	3200283	4
4202245	项目监理	3200283	4
4202246	工程监理	3200283	4
4202247	工程督导	3200283	4
4202248	装修监理工程师	3200283	4
4202249	市政监理工程师	3200283	4
4202250	安装监督	3200283	4
4202251	机电监理工程师	3200283	4
4202252	造价工程师	3200188	4
4202253	造价人员	3200188	4
4202254	造价员	3200188	4
4202255	工程造价	3200188	4
4202256	工程造价员	3200188	4
4202257	装修造价工程师	3200188	4
4202258	安装造价主管	3200188	4
4202259	土建造价员	3200188	4
4202260	安装预算主管	3200188	4
4202261	安装造价师	3200188	4
4202262	安装造价人员	3200188	4
4202263	室内预算员	3200188	4
4202264	装饰造价员	3200188	4
4202265	安装造价经理	3200188	4
4202266	预算造价员	3200188	4
4202267	装饰预算	3200188	4
4202268	市政造价工程师	3200188	4
4202269	市政造价师	3200188	4
4202270	家装预算师	3200188	4
4202271	工业工程师	3200285	4
4202272	ie课长	3200285	4
4202273	技改工程师	3200285	4
4202274	工程设计人员	3200286	4
4202275	工业设计师	3200286	4
4202276	检具设计师	3200286	4
4202277	工业设计	3200286	4
4202278	工业设计员	3200286	4
4202279	工业外观设计师	3200526	4
4202280	id设计师	3200286	4
4202281	夹具设计师	3200178	4
4202282	刀具设计工程师	3200178	4
4202283	水泵设计工程师	3200178	4
4202284	水电施工图设计师	3200178	4
4202285	冲模设计工程师	3200178	4
4202286	工程绘图员	3200178	4
4202287	门窗技术员	3200278	4
4202288	空调设计工程师	3200179	4
4202289	座椅设计工程师	3200278	4
4202290	座椅工程师	3200278	4
4202291	治具设计工程师	3200178	4
4202292	id外观设计师	3200286	4
4202293	id工程师	3200286	4
4202294	cmf设计师	3200286	4
4202295	cad制图	3200205	4
4202296	饰品设计师	3200287	4
4202297	花艺设计师	3200287	4
4202298	工艺部部长	3200288	4
4202299	工艺整合工程师	3200288	4
4202300	现场工艺工程师	3200288	4
4202301	工艺结构工程师	3200288	4
4202302	封装工艺工程师	3200288	4
4202303	模具工艺员	3200194	4
4202304	工艺规划工程师	3200288	4
4202305	技术工艺员	3200194	4
4202306	喷涂工艺工程师	3200131	4
4202307	印刷工艺工程师	3200134	4
4202308	工艺科长	3200194	4
4202309	装配工艺工程师	3200194	4
4202310	线束工艺工程师	3200194	4
4202311	模具工艺工程师	3200194	4
4202312	毛衫工艺员	3200140	4
4202313	工艺技术人员	3200194	4
4202314	工艺处理设计师	3200194	4
4202315	铸造工艺员	3200194	4
4202316	工艺工程经理	3200288	4
4202317	工艺经理	3200288	4
4202318	机加工工艺员	3200194	4
4202319	工艺专员	3200288	4
4202320	服装工艺员	3200140	4
4202321	焊装工艺工程师	3200138	4
4202322	电器工艺工程师	3200194	4
4202323	工艺设计人员	3200288	4
4202324	机械加工工艺师	3200194	4
4202325	机械加工工艺工程师	3200194	4
4202326	技术工艺工程师	3200288	4
4202327	组装工艺工程师	3200288	4
4202328	机械工艺工程师	3200194	4
4202329	机械加工工艺员	3200194	4
4202330	工艺工程	3200288	4
4202331	机加工工艺工程师	3200288	4
4202332	化工工艺员	3200262	4
4202333	工艺绘图员	3200288	4
4202334	制造工艺工程师	3200288	4
4202335	pcba工艺工程师	3200032	4
4202336	工艺制图员	3200288	4
4202337	化工工艺工程师	3200262	4
4202338	工艺设计工程师	3200288	4
4202339	生产部工艺员	3200288	4
4202340	发酵工艺员	3200262	4
4202341	工艺研发员	3200288	4
4202342	ie技术员	3200288	4
4202343	ie主管	3200288	4
4202344	ie工程师	3200288	4
4202345	电气工艺员	3200785	4
4202346	整合工程师	3200288	4
4202347	钢筋工长	3200290	4
4202348	机电工长	3200126	4
4202349	水暖工长	3200290	4
4202350	包装班长	3200291	4
4202351	绿化工长	3200292	4
4202352	产线组长	3200128	4
4202353	生产拉长	3200128	4
4202354	啤机机长	3200126	4
4202355	公共关系岗	3200293	4
4202356	公关关系经理	3200293	4
4202357	公关总监经理	3200293	4
4202358	pr	3200293	4
4202359	对外事务专员	3200293	4
4202360	公关经理	3200293	4
4202361	公关专员	3200293	4
4202362	公关外联	3200293	4
4202363	外联主任	3200293	4
4202364	外联专员	3200293	4
4202365	pr经理	3200293	4
4202366	公关渠道	3200293	4
4202367	公关	3200293	4
4202368	公关主管经理	3200293	4
4202369	媒体关系专员	3200293	4
4202370	新闻专员	3200293	4
4202371	卫生员	3200081	4
4202372	供应链经理	3200294	4
4202373	供应链业务员	3200294	4
4202374	供应链专员	3200294	4
4202375	供应链主管专员	3200294	4
4202376	供应链总监	3200294	4
4202377	供应链管理	3200294	4
4202378	供应链业务经理	3200294	4
4202379	供应链项目经理	3200294	4
4202380	供应链工程师	3200294	4
4202381	供应商管理工程师	3200295	4
4202382	供应管理工程师	3200295	4
4202383	供应商管理专员	3200295	4
4202384	供应商管理	3200295	4
4202385	供应商开发主管	3200295	4
4202386	sourcing	3200295	4
4202387	sqe主管	3200296	4
4202388	股票分析师	3200297	4
4202389	证券操盘手	3200297	4
4202390	商品期货操盘手	3200297	4
4202391	期货分析师	3200297	4
4202392	固定资产专员	3200298	4
4202393	固定资产管理员	3200298	4
4202394	固定资产管理专员	3200298	4
4202395	固废工程师	3200823	4
4202396	固废处理工程师	3200823	4
4202397	固件开发工程师	3200823	4
4202398	公关策划	3200158	4
4202399	回合制策划	3200158	4
4202400	光伏电站站长	3200300	4
4202401	光学系统工程师	3200300	4
4202402	光学工程师	3200300	4
4202403	光学设计师	3200300	4
4202404	光学透镜设计师	3200300	4
4202405	led灯具工程师	3200301	4
4202406	灯光工程师	3200301	4
4202407	灯光渲染师	3200301	4
4202408	灯光设计师	3200301	4
4202409	规划设计岗	3200302	4
4202410	城乡规划设计师	3200303	4
4202411	交通规划师	3200304	4
4202412	产品规划经理	3200026	4
4202413	规划设计师	3200302	4
4202414	土地规划工程师	3200302	4
4202415	注册规划师	3200302	4
4202416	规划设计员	3200302	4
4202417	规划设计经理	3200302	4
4202418	规划设计专员	3200302	4
4202419	规划管理岗	3200302	4
4202420	规划设计工程师	3200302	4
4202421	教育规划师	3200305	4
4202422	规划设计主管	3200157	4
4202423	规划经理	3200302	4
4202424	战略规划专员	3200307	4
4202425	规划师	3200302	4
4202426	城乡规划师	3200303	4
4202427	战略规划师	3200307	4
4202428	战略规划岗	3200307	4
4202429	农业规划师	3200308	4
4202430	规划工程师	3200302	4
4202431	理财规划师	3200114	4
4202432	国内销售跟单	3200192	4
4202433	国内销售工程师	3200192	4
4202434	国内销售员	3200192	4
4202435	ipqc技术员	3200043	4
4202436	关务	3200309	4
4202437	海外营销经理	3200310	4
4202438	国外销售	3200310	4
4202439	海外销售顾问	3200310	4
4202440	海外销售主管	3200310	4
4202441	国际销售代表	3200310	4
4202442	海外经理	3200310	4
4202443	国际营销专员	3200310	4
4202444	国际营销经理	3200310	4
4202445	国际推广专员	3200310	4
4202446	国外业务员	3200310	4
4202447	维修焊工	3200138	4
4202448	焊接操作工	3200138	4
4202449	焊接工人	3200138	4
4202450	焊接主管	3200138	4
4202451	焊接人员	3200138	4
4202452	焊接工艺员	3200138	4
4202453	焊接	3200138	4
4202454	焊接技师	3200138	4
4202455	电子焊接工	3200138	4
4202456	焊接技术工程师	3200138	4
4202457	焊接质检员	3200138	4
4202458	氩弧焊技工	3200138	4
4202459	行业市场经理	3200176	4
4202460	行业研究岗	3200176	4
4202461	行业研究总监	3200176	4
4202462	行业分析师	3200176	4
4202463	行业经理	3200176	4
4202464	行政网管	3200311	4
4202465	行政部总监	3200312	4
4202466	行政支持	3200312	4
4202467	行政岗	3200312	4
4202468	行政部长	3200312	4
4202469	行政部部长	3200312	4
4202470	行政总监	3200312	4
4202471	行政人员	3200312	4
4202472	行政办公室经理	3200312	4
4202473	行政主管经理	3200312	4
4202474	人力行政	3200038	4
4202475	人事行政	3200038	4
4202476	行政督导	3200312	4
4202477	行政服务专员	3200312	4
4202478	行政副部长	3200312	4
4202479	行政经理	3200312	4
4202480	行政总经理	3200312	4
4202481	行政综合专员	3200312	4
4202482	行政外联	3200312	4
4202483	行政专员	3200312	4
4202484	人力行政前台	3200293	4
4202485	行政业务	3200312	4
4202486	行政主任	3200312	4
4202487	总裁办主任	3200312	4
4202488	人事行政经理	3200038	4
4202489	行政admin	3200312	4
4202490	行政公司人员	3200312	4
4202491	行政办公室内勤	3200312	4
4202492	行政文员专员	3200313	4
4202493	行政办主任	3200312	4
4202494	行政内勤岗	3200312	4
4202495	物业行政主管	3200314	4
4202496	行政文秘	3200313	4
4202497	人力行政经理	3200038	4
4202498	行政	3200312	4
4202499	it行政专员	3200312	4
4202500	行政综合经理	3200312	4
4202501	行政教务老师	3200315	4
4202502	行政副主管	3200312	4
4202503	行政出纳员	3200312	4
4202504	行政策划	3200157	4
4202505	行政管理员	3200312	4
4202506	行政干事	3200312	4
4202507	人事行政专员	3200038	4
4202508	人事行政主任	3200038	4
4202509	人事行政前台	3200038	4
4202510	行政总助	3200312	4
4202511	物业行政专员	3200314	4
4202512	行政接待文员	3200312	4
4202513	行政主管	3200312	4
4202514	行政拓展专员	3200312	4
4202515	行政内勤	3200312	4
4202516	行政事务岗	3200312	4
4202517	行政库管	3200124	4
4202518	行政运营主管	3200316	4
4202519	行政管理	3200312	4
4202520	人事考勤专员	3200038	4
4202521	综管主管	3200312	4
4202522	综合副部长	3200312	4
4202523	综合办主管	3200312	4
4202524	办公室科员	3200312	4
4202525	综合管理培训生	3200312	4
4202526	电商内勤	3200312	4
4202527	扫描岗	3200312	4
4202528	综合管理主管	3200312	4
4202529	公司内勤	3200312	4
4202530	打印管理岗	3200312	4
4202531	总经办	3200312	4
4202532	统计专员	3200312	4
4202533	话务内勤	3200312	4
4202534	文控管理员	3200312	4
4202535	综合管理部负责人	3200312	4
4202536	综合事务	3200312	4
4202537	保险公司内勤	3200312	4
4202538	厂办主任	3200312	4
4202539	办公室主任	3200312	4
4202540	办事处内勤	3200312	4
4202541	财务行政人员	3200111	4
4202542	人力资源行政主管	3200038	4
4202543	行政文员	3200313	4
4202544	合规主管	3200106	4
4202545	风控合规经理	3200267	4
4202546	法律合规专员	3200106	4
4202547	内控合规经理	3200106	4
4202548	合规管理岗	3200106	4
4202549	合规风控岗	3200106	4
4202550	合规经理	3200106	4
4202551	合规	3200106	4
4202552	法务合规主管	3200106	4
4202553	合同履约工程师	3200106	4
4202554	保险理赔顾问	3200317	4
4202555	保险理赔经理	3200317	4
4202556	财产险理赔岗	3200317	4
4202557	财产险核保岗	3200317	4
4202558	理赔复杂岗	3200317	4
4202559	理赔查勘岗	3200317	4
4202560	理赔审核岗	3200317	4
4202561	人伤核损岗	3200317	4
4202562	车辆定损专员	3200318	4
4202563	理赔	3200317	4
4202564	车险核损岗	3200318	4
4202565	车险查勘员	3200318	4
4202566	汽车定损	3200318	4
4202567	车险经理	3200319	4
4202568	理赔专员	3200317	4
4202569	事故服务顾问	3200317	4
4202570	追偿岗	3200317	4
4202571	车险岗	3200319	4
4202572	人伤调查岗	3200317	4
4202573	核单员	3200317	4
4202574	车险代理人	3200319	4
4202575	出单员	3200317	4
4202576	事故理赔员	3200317	4
4202577	车险理赔员	3200317	4
4202578	理赔经理	3200317	4
4202579	医核理赔管理岗	3200317	4
4202580	医疗核损	3200317	4
4202581	人伤管理岗	3200317	4
4202582	出单岗	3200317	4
4202583	核保	3200317	4
4202584	核保管理岗	3200317	4
4202585	保单服务岗	3200317	4
4202586	团险核保岗	3200317	4
4202587	事故理赔专员	3200317	4
4202588	理赔协谈岗	3200317	4
4202589	理赔主管	3200317	4
4202590	货运险理赔复杂岗	3200318	4
4202591	车险核保岗	3200318	4
4202592	理赔员	3200318	4
4202593	车险续保	3200319	4
4202594	核心网工程师	3200221	4
4202595	策略研究员	3200297	4
4202596	宏观经济研究员	3200297	4
4202597	宏观研究员	3200297	4
4202598	修片师	3200091	4
4202599	影视合成师	3200091	4
4202600	后期剪辑	3200091	4
4202601	影视后期	3200091	4
4202602	后期合成师	3200091	4
4202603	后期制作总监	3200091	4
4202604	后期制作	3200091	4
4202605	影视后期包装师	3200091	4
4202606	影视包装师	3200091	4
4202607	后期制片	3200091	4
4202608	动画后期制作	3200091	4
4202609	摄影剪辑师	3200091	4
4202610	视频拍摄制作	3200091	4
4202611	视频剪辑	3200091	4
4202612	摄像剪辑师	3200091	4
4202613	后期师	3200091	4
4202614	影视后期特效	3200091	4
4202615	视频审核专员	3200320	4
4202616	视频拍摄剪辑	3200091	4
4202617	数码师	3200091	4
4202618	视频审核员	3200320	4
4202619	电影剪辑师	3200091	4
4202620	影视剪辑	3200091	4
4202621	影视特效	3200091	4
4202622	影视制作	3200091	4
4202623	后勤	3200312	4
4202624	后勤主管	3200312	4
4202625	后勤主任	3200312	4
4202626	后勤服务人员	3200312	4
4202627	后勤经理	3200312	4
4202628	后勤管理	3200312	4
4202629	办公室外勤	3200312	4
4202630	总务	3200312	4
4202631	呼叫中心专员	3200321	4
4202632	呼叫中心人员	3200321	4
4202633	呼叫中心经理	3200321	4
4202634	呼叫运营中心总监	3200321	4
4202635	呼叫中心话务员	3200321	4
4202636	养老护理员	3200322	4
4202637	护理师	3200322	4
4202638	采血护士	3200323	4
4202639	临床研究护士	3200323	4
4202640	口腔护士长	3200323	4
4202641	执业护士	3200323	4
4202642	医院护士	3200323	4
4202643	护士	3200323	4
4202644	门诊护士	3200323	4
4202645	供应室护士	3200323	4
4202646	医务室护士	3200323	4
4202647	皮肤科护士	3200323	4
4202648	口腔科护士	3200323	4
4202649	新生儿护士	3200323	4
4202650	病区护士	3200323	4
4202651	口腔科护士长	3200323	4
4202652	养老院护士	3200323	4
4202653	儿科护士	3200323	4
4202654	临床护士	3200323	4
4202655	月子中心护士	3200323	4
4202656	牙科护士	3200323	4
4202657	输液室护士	3200323	4
4202658	陪诊护士	3200323	4
4202659	住院部护士	3200323	4
4202660	病房护士	3200323	4
4202661	英语护士	3200100	4
4202662	体检护士	3200323	4
4202663	门诊护士长	3200323	4
4202664	口腔护士	3200323	4
4202665	护理护士	3200323	4
4202666	激光科护士	3200323	4
4202667	手术室护士	3200323	4
4202668	美容护士	3200323	4
4202669	导诊护士	3200323	4
4202670	血透室护士	3200323	4
4202671	前台护士	3200323	4
4202672	眼科护士	3200323	4
4202673	妇产科护士	3200323	4
4202674	导检护士	3200323	4
4202675	诊后服务岗	3200323	4
4202676	医护人员	3200323	4
4202677	化学分析测试员	3200153	4
4202678	化学测试技术员	3200153	4
4202679	化学分析员	3200262	4
4202680	有机研究	3200262	4
4202681	有机分析工程师	3200262	4
4202682	制剂工艺员	3200262	4
4202683	化妆品研发工程师	3200177	4
4202684	彩妆研发工程师	3200177	4
4202685	彩妆工程师	3200177	4
4202686	化妆讲师	3200324	4
4202687	化妆老师	3200324	4
4202688	化妆学徒	3200324	4
4202689	环保管理	3200823	4
4202690	环保主管	3200823	4
4202691	环保项目经理	3200823	4
4202692	环保经理	3200823	4
4202693	环保设计师	3200823	4
4202694	环保技术总监	3200823	4
4202695	环保技术人员	3200823	4
4202696	环保工程师	3200823	4
4202697	环保技术专员	3200823	4
4202698	环保专员	3200823	4
4202699	废气治理工程师	3200823	4
4202700	废气工程师	3200823	4
4202701	水文水资源工程师	3200823	4
4202702	水利资料员	3200823	4
4202703	环境主管	3200823	4
4202704	环境设计师	3200823	4
4202705	环境监理工程师	3200823	4
4202706	环境主任	3200823	4
4202707	环境技术工程师	3200823	4
4202708	环境专员	3200823	4
4202709	环境技术评价人员	3200823	4
4202710	环境评价工程师	3200823	4
4202711	财务会计	3200082	4
4202712	财务会计人员	3200082	4
4202713	成本会计师	3200112	4
4202714	工厂会计	3200082	4
4202715	收入核算会计	3200325	4
4202716	前台会计	3200082	4
4202717	会计总监	3200082	4
4202718	会计证讲师	3200082	4
4202719	驻店会计	3200082	4
4202720	管理会计师	3200082	4
4202721	会计培训老师	3200082	4
4202722	accountant会计	3200082	4
4202723	基金会计	3200282	4
4202724	一般纳税人会计	3200082	4
4202725	电商会计	3200082	4
4202726	酒店会计	3200082	4
4202727	税务会计	3200082	4
4202728	发票会计	3200082	4
4202729	餐饮会计主管	3200082	4
4202730	会计核算主管	3200082	4
4202731	财务部会计	3200082	4
4202732	超市会计	3200082	4
4202733	开票会计	3200082	4
4202734	商品会计	3200082	4
4202735	国际会计	3200326	4
4202736	会计老师	3200082	4
4202737	运营会计	3200082	4
4202738	地区会计	3200082	4
4202739	财务总账会计	3200326	4
4202740	记帐会计	3200082	4
4202741	电子商务会计	3200082	4
4202742	英语会计	3200100	4
4202743	贸易会计	3200082	4
4202744	外派会计	3200082	4
4202745	出纳会计	3200082	4
4202746	会计主管	3200082	4
4202747	剧组会计	3200082	4
4202748	主账会计	3200326	4
4202749	对账会计	3200082	4
4202750	普通会计	3200082	4
4202751	内控会计	3200082	4
4202752	驻外会计	3200082	4
4202753	资产会计	3200082	4
4202754	收入会计	3200325	4
4202755	服装会计	3200082	4
4202756	往来会计	3200082	4
4202757	会计核算岗	3200082	4
4202758	营业会计	3200082	4
4202759	融资会计	3200282	4
4202760	稽核会计	3200327	4
4202761	报表会计	3200082	4
4202762	仓库会计	3200082	4
4202763	审核会计	3200327	4
4202764	账务会计	3200082	4
